time_period,academic_year,YAG,qualification_level,sex,CAH3_code,CAH3_subject,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
202324,2021/2022,1 YAG,First-degree,Female,CAH02-06-03,Ophthalmics,505,505,1,0.4,500,2,5.2,84.4,91.6,92.8,8.4,415,20900,24200,29300
202324,2021/2022,1 YAG,First-degree,Male,CAH23-01-01,"Combined, general or negotiated studies",520,510,1.3,2.1,500,7.6,5.6,61.8,80.7,86.8,25,295,22000,29300,42500
202324,2019/2020,3 YAG,First-degree,Female,CAH03-01-03,Ecology and environmental biology,485,450,0.5,7.2,450,2.2,9.8,73.3,84.1,87.9,14.6,320,20900,24900,29600
202122,2019/2020,1 YAG,First-degree,Male,CAH02-06-02,Nutrition and dietetics,185,185,0.6,0,185,1.3,7.1,61.6,83,91.7,30.1,110,19300,23000,26300
202324,2021/2022,1 YAG,First-degree,Female,CAH02-04-01,Nursing (non-specific),765,755,2,0.9,740,3.4,2,71.3,93.3,94.6,23.3,520,28900,35500,44300
202324,2021/2022,1 YAG,First-degree,Female,CAH02-06-01,Health sciences (non-specific),2440,2425,0.5,0.6,2410,2.5,3.4,79.3,92,94.1,14.8,1895,27800,34400,39200
202324,2019/2020,3 YAG,First-degree,Female,CAH20-02-01,Philosophy,1205,1165,0.2,3.4,1160,3.8,8.3,69.8,84,87.9,18.1,795,23800,29300,35100
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-04,Midwifery,1785,1775,0.5,0.6,1765,1.1,1.8,86.3,96.6,97.1,10.8,1520,27000,31800,36500
202324,2021/2022,1 YAG,First-degree,Female,CAH02-04-03,Community nursing,295,295,0.7,0,290,1.7,2.7,74.4,94.5,95.5,21.1,215,30700,37300,43200
202223,2020/2021,1 YAG,First-degree,Female,CAH20-02-02,Theology and religious studies,595,590,3.3,1.2,570,9.8,5,47.7,76.9,85.2,37.5,260,16100,21900,25900
202324,2019/2020,3 YAG,First-degree,Male,CAH11-01-01,Computer science,6195,6085,0.8,1.8,6040,5.2,8.2,80.9,84.9,86.5,5.6,4825,28500,38100,51200
202324,2021/2022,1 YAG,First-degree,Male,CAH25-01-03,Design studies,2785,2745,0.9,1.5,2720,5.5,12.2,73.8,79.6,82.3,8.5,1935,16100,22700,26400
202223,2020/2021,1 YAG,First-degree,Female,CAH19-01-03,Literature in English,2805,2765,0.9,1.4,2740,3.4,6.3,50.3,80.5,90.3,40,1345,16100,21500,25900
202122,2019/2020,1 YAG,First-degree,Male,CAH02-04-02,Adult nursing,855,850,0.8,0.7,845,1.3,2.6,79.5,95.4,96.1,16.6,660,27700,31000,36500
202324,2019/2020,3 YAG,First-degree,Male,CAH16-01-01,Law,4110,4070,0.7,1,4040,4.2,7.7,70.5,84.1,88.2,17.6,2770,23100,28500,37300
202324,2021/2022,1 YAG,First-degree,Female,CAH03-01-01,Biosciences (non-specific),880,860,0.7,2.1,855,2.8,5.9,51.2,78.6,91.2,40,425,20100,24900,28900
202324,2021/2022,1 YAG,First-degree,Female,CAH02-05-03,Biomedical sciences (non-specific),4220,4140,0.3,1.9,4125,2.3,6.1,49.3,77.6,91.6,42.3,2005,20100,24900,28900
202223,2020/2021,1 YAG,First-degree,Female,CAH24-01-05,Media studies,2275,2230,0.8,2.1,2210,3.1,10.1,67.3,82,86.8,19.5,1450,17200,21500,25200
202324,2019/2020,3 YAG,First-degree,Female,CAH02-06-02,Nutrition and dietetics,765,740,0.5,2.9,735,3,7.5,71.1,84.5,89.5,18.4,505,22700,28900,34400
202324,2021/2022,1 YAG,First-degree,Male,CAH03-01-01,Biosciences (non-specific),575,565,0.9,1.1,560,5.7,7.5,46.2,73.4,86.8,40.6,250,19000,24200,30700
202324,2021/2022,1 YAG,First-degree,Male,CAH03-01-03,Ecology and environmental biology,340,325,0.3,4.4,320,4.6,8.1,64.1,80.8,87.3,23.3,200,14300,22300,25300
202122,2019/2020,1 YAG,First-degree,Male,CAH02-04-07,Mental health nursing,545,545,0.2,0,545,0.5,3.3,84.8,95.1,96.2,11.4,465,29900,36500,46700
202324,2021/2022,1 YAG,First-degree,Female,CAH15-04-02,Childhood and youth studies,2425,2405,0.5,0.8,2390,2.5,6.9,62.4,85.1,90.6,28.3,1460,15000,20100,24900
202324,2021/2022,1 YAG,First-degree,Female,CAH23-01-01,"Combined, general or negotiated studies",1095,1075,2.1,1.7,1050,5.4,7.7,57.9,79.4,86.9,28.9,575,16800,24200,31500
202223,2020/2021,1 YAG,First-degree,Female,CAH17-01-02,Business studies,5070,4975,1.3,1.9,4915,4,8.4,66.7,82.6,87.6,20.9,3220,19700,24800,30300
202122,2019/2020,1 YAG,First-degree,Male,CAH10-01-08,Electrical and electronic engineering,1890,1875,0.7,0.9,1865,3.6,5.8,72.7,86.2,90.6,18,1330,23400,29200,37200
202324,2021/2022,1 YAG,First-degree,Female,CAH19-01-02,English language,600,590,0.5,2,585,4,9.2,52.8,78.8,86.8,34.1,305,15700,22200,25600
202122,2019/2020,1 YAG,First-degree,Male,CAH03-02-01,Sport and exercise sciences,5570,5530,0.3,0.7,5515,1.7,5.2,58,86.1,93.1,35.1,3090,13100,18000,22600
202324,2021/2022,1 YAG,First-degree,Male,CAH15-01-06,Cultural studies,15,15,3.4,3.3,15,5.6,8,57.1,80.4,86.4,29.2,10,c,c,c
202324,2021/2022,1 YAG,First-degree,Male,CAH24-01-05,Media studies,1635,1610,0.5,1.5,1600,4.3,12.7,67.2,77.3,82.9,15.8,1040,15000,21200,25300
202324,2021/2022,1 YAG,First-degree,Male,CAH17-01-06,"Tourism, transport and travel",1305,1270,0.7,2.6,1260,4.4,9.3,73,83.6,86.3,13.3,875,19800,24900,32200
202324,2021/2022,1 YAG,First-degree,Male,CAH26-01-04,Environmental sciences,390,370,0.3,4.9,370,4.6,8,66.9,80.9,87.4,20.5,240,21600,26000,31800
202324,2019/2020,3 YAG,First-degree,Male,CAH11-01-06,Computer games and animation,2030,1995,0.7,1.6,1985,5.8,14.3,74.8,78.6,79.9,5.1,1455,20900,26400,32600
202223,2020/2021,1 YAG,First-degree,Male,CAH07-01-01,Physics,2205,2140,1,3.1,2115,5,6.4,52.1,75.9,88.5,36.5,1080,23000,29200,34700
202223,2020/2021,1 YAG,First-degree,Male,CAH25-01-03,Design studies,3130,3085,0.7,1.4,3065,4.6,12,73.9,79.9,83.4,9.5,2180,16800,21500,25600
202324,2021/2022,1 YAG,First-degree,Male,CAH17-01-01,Business and management (non-specific),4320,4250,1.9,1.5,4170,5.8,9.2,66.1,80.7,85,18.9,2650,20500,26700,34800
202122,2019/2020,1 YAG,First-degree,Female,CAH25-01-05,Others in creative arts and design,410,410,0.5,0.2,405,4.2,10,68.6,79.5,85.8,17.3,265,12400,16400,20000
202122,2019/2020,1 YAG,First-degree,Female,CAH02-06-02,Nutrition and dietetics,765,755,0.7,1.1,750,2.2,5.6,64.3,83.9,92.2,27.8,475,16400,23000,25600
202122,2019/2020,1 YAG,First-degree,Male,CAH11-01-02,Information technology,720,715,1.3,1.2,705,4.9,8.4,71.6,83.7,86.6,15,490,20100,25900,34700
202223,2020/2021,1 YAG,First-degree,Male,CAH20-01-03,Archaeology,220,220,0.5,0.7,220,5.8,6.8,46.2,71.8,87.4,41.2,95,17900,21900,24100
202223,2020/2021,1 YAG,First-degree,Male,CAH23-01-03,Humanities (non-specific),275,270,2.6,1.8,265,9.6,7.4,45.7,72,83,37.2,110,14200,24100,31000
202324,2019/2020,3 YAG,First-degree,Male,CAH23-01-01,"Combined, general or negotiated studies",270,270,1.7,1.5,265,6.6,5.8,70.7,84.4,87.7,17,180,28500,37300,51600
202324,2021/2022,1 YAG,First-degree,Female,CAH02-06-07,"Counselling, psychotherapy and occupational therapy",1805,1790,0.4,0.7,1785,1.8,6.5,77.2,89.3,91.7,14.5,1315,18300,27400,30000
202324,2021/2022,1 YAG,First-degree,Male,CAH02-06-06,Complementary and alternative medicine,175,175,1.7,0,170,2.3,3.6,86.5,91.8,94.1,7.5,125,13400,25500,35700
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-08,Learning disabilities nursing,360,360,0.3,0.3,360,1.1,3.3,86.7,93.9,95.6,8.9,310,26300,31000,38000
202324,2019/2020,3 YAG,First-degree,Female,CAH26-01-04,Environmental sciences,380,370,0.8,2.9,370,3.3,5.5,77.4,89.3,91.2,13.8,280,24200,29300,33300
202324,2021/2022,1 YAG,First-degree,Female,CAH23-01-02,Personal development,70,70,1.4,1.1,70,9.4,10.5,64.6,75.2,80.1,15.4,45,22000,28500,36200
202324,2021/2022,1 YAG,First-degree,Female,CAH17-01-04,Management studies,2395,2365,1.2,1.3,2340,4.2,6.1,71.9,85.5,89.7,17.8,1650,23500,30400,41000
202324,2021/2022,1 YAG,First-degree,Male,CAH10-01-08,Electrical and electronic engineering,1885,1865,0.9,1,1850,3.9,6.1,74.3,86.1,89.9,15.7,1350,28200,33700,42100
202324,2019/2020,3 YAG,First-degree,Female,CAH02-06-06,Complementary and alternative medicine,365,360,2.5,1.4,350,7.2,6.9,77.9,85.1,86,8,235,14700,27400,35100
202122,2019/2020,1 YAG,First-degree,Female,CAH20-01-03,Archaeology,345,340,0.4,2,340,2.7,6.7,45.7,75.4,90.5,44.8,150,13500,19300,22600
202122,2019/2020,1 YAG,First-degree,Male,CAH25-01-03,Design studies,3110,3070,0.8,1.4,3045,4.3,12.8,72.6,79.2,82.8,10.3,2115,13100,18600,23000
202324,2019/2020,3 YAG,First-degree,Male,CAH13-01-01,Architecture,1255,1230,0.7,2.1,1220,3.8,6.1,49,77.3,90.1,41.1,570,23400,28200,34000
202122,2019/2020,1 YAG,First-degree,Female,CAH16-01-01,Law,8610,8530,0.4,0.9,8495,1.6,4.9,38,82,93.4,55.5,3170,16100,20100,24500
202122,2019/2020,1 YAG,First-degree,Male,CAH02-06-01,Health sciences (non-specific),735,730,0.4,0.4,730,2.8,1.9,73.7,92.8,95.3,21.6,535,27000,33200,41200
202324,2021/2022,1 YAG,First-degree,Female,CAH15-04-03,Health studies,1885,1880,0.8,0.4,1865,2.4,9.9,52.5,79.2,87.7,35.1,955,15400,22700,28500
202324,2021/2022,1 YAG,First-degree,Female,CAH25-01-01,Creative arts and design (non-specific),225,220,0.5,0.7,220,6.6,14.5,66.8,76.5,79,12.2,135,13200,20100,24900
202324,2021/2022,1 YAG,First-degree,Male,CAH02-06-05,Physiotherapy,615,605,0.6,1.6,600,3,4,88.7,92.4,93,4.3,525,28200,29500,31500
202122,2019/2020,1 YAG,First-degree,Male,CAH26-01-04,Environmental sciences,365,355,0.6,2.1,355,2.1,7.4,56.6,81.8,90.5,33.9,195,16400,21900,25900
202122,2019/2020,1 YAG,First-degree,Male,CAH26-01-06,Earth sciences,700,690,0.6,1.5,685,3,5.9,43.5,75,91.1,47.7,290,18200,22300,27700
202122,2019/2020,1 YAG,First-degree,Female,CAH02-02-03,Pharmacy,1420,1415,0.6,0.5,1405,1.1,14.9,62.3,81.3,84,21.7,760,21500,27700,31400
202223,2020/2021,1 YAG,First-degree,Male,CAH02-04-07,Mental health nursing,565,565,0.5,0.2,560,1.4,5,85.7,92.7,93.6,7.9,475,30300,36900,46000
202324,2019/2020,3 YAG,First-degree,Female,CAH15-01-05,Development studies,200,185,1.4,8.7,180,7.7,6.8,71.8,80.6,85.5,13.7,130,24500,29600,34400
202324,2019/2020,3 YAG,First-degree,Male,CAH20-01-01,History,3875,3770,0.6,2.7,3750,4.9,6.6,70.8,84.1,88.4,17.6,2600,23400,28900,35900
202223,2020/2021,1 YAG,First-degree,Female,CAH19-01-02,English language,830,820,0.7,1.3,815,3.1,6.7,57.2,82.6,90.2,33,450,16400,21500,25200
202223,2020/2021,1 YAG,First-degree,Male,CAH11-01-01,Computer science,6920,6840,1.1,1.1,6765,5.1,8.2,74.3,82.7,86.8,12.4,4945,23700,29900,39100
202223,2020/2021,1 YAG,First-degree,Male,CAH24-01-04,Journalism,965,955,0.9,1.3,945,1.5,7.9,75.3,86.7,90.6,15.3,695,17200,21200,24800
202324,2021/2022,1 YAG,First-degree,Female,CAH15-02-01,Economics,1935,1890,0.9,2.3,1875,2.8,6.8,60.5,85.1,90.3,29.9,1115,24500,31500,41400
202223,2020/2021,1 YAG,First-degree,Male,CAH20-02-01,Philosophy,1080,1050,1,2.7,1040,4.6,8.8,44.3,72.3,86.7,42.4,445,17500,24100,32500
202223,2020/2021,1 YAG,First-degree,Male,CAH15-02-01,Economics,5615,5520,0.9,1.7,5470,3.5,7.1,57.9,83,89.4,31.5,3110,23400,29200,37200
202223,2020/2021,1 YAG,First-degree,Male,CAH11-01-06,Computer games and animation,1920,1910,0.9,0.6,1890,6,14.6,65.4,74.1,79.4,13.9,1205,15300,21200,26300
202324,2019/2020,3 YAG,First-degree,Male,CAH10-01-01,Engineering (non-specific),1255,1220,0.9,3,1205,5.2,4.3,79.9,88.1,90.4,10.6,950,33700,43900,56700
202324,2021/2022,1 YAG,First-degree,Female,CAH02-05-02,Healthcare science (non-specific),270,265,0.4,0.4,265,2.3,2.3,68.8,90,95.5,26.7,180,27800,31800,37300
202324,2019/2020,3 YAG,First-degree,Male,CAH17-01-06,"Tourism, transport and travel",1195,1165,1.5,2.9,1145,4.9,9.6,78.8,84.6,85.5,6.7,860,23400,28900,35900
202324,2019/2020,3 YAG,First-degree,Male,CAH24-01-04,Journalism,1010,980,0.7,2.7,975,3.3,9.1,81.5,86.4,87.6,6.1,775,22000,26000,31100
202324,2019/2020,3 YAG,First-degree,Male,CAH19-04-09,Others in language and area studies,350,325,0,6.2,325,8,7.2,70.7,81.4,84.9,14.2,225,25600,33300,42500
202324,2019/2020,3 YAG,First-degree,Female,CAH23-01-01,"Combined, general or negotiated studies",405,385,0.5,5.8,380,6.2,6.1,71.5,83.7,87.7,16.2,260,23100,30400,39500
202122,2019/2020,1 YAG,First-degree,Male,CAH02-05-03,Biomedical sciences (non-specific),1750,1730,0.2,1,1730,2.8,6.1,43.2,74,91.1,47.9,730,17500,22600,27400
202223,2020/2021,1 YAG,First-degree,Female,CAH02-05-01,Medical technology,845,845,0.7,0.2,840,2.1,3.3,85.4,92.9,94.5,9.1,710,27700,31400,36100
202324,2019/2020,3 YAG,First-degree,Female,CAH02-04-05,Children's nursing,1845,1815,0.6,1.8,1805,1.9,3.6,72.5,93.3,94.5,22,1300,29300,35500,41400
202122,2019/2020,1 YAG,First-degree,Male,CAH04-01-02,Applied psychology,235,235,0.2,0.5,235,3.8,8.4,47.4,78.7,87.9,40.5,110,12000,18200,22300
202122,2019/2020,1 YAG,First-degree,Male,CAH17-01-06,"Tourism, transport and travel",1195,1185,1.2,1.1,1170,3.1,8.2,68.7,84.5,88.7,20,770,16100,20800,25600
202324,2019/2020,3 YAG,First-degree,Male,CAH11-01-04,Software engineering,1115,1095,0.4,1.7,1090,3.3,6.6,85.3,89.4,90.1,4.8,915,27800,35500,46800
202324,2019/2020,3 YAG,First-degree,Male,CAH11-01-05,Artificial intelligence,45,45,0.2,2.2,45,1.5,10,81.7,87.1,88.5,6.9,35,33700,42100,58600
202122,2019/2020,1 YAG,First-degree,Female,CAH17-01-07,Finance,990,980,1.3,0.9,965,2.9,6.5,61.9,85.7,90.6,28.7,590,17900,22300,27400
202122,2019/2020,1 YAG,First-degree,Female,CAH02-06-05,Physiotherapy,865,860,0.9,0.7,850,1.6,4.7,90.3,93.1,93.6,3.3,760,24500,25200,27400
202324,2019/2020,3 YAG,First-degree,Female,CAH25-01-02,Art,2185,2150,0.7,1.6,2135,5.5,11.8,72.4,80.1,82.7,10.3,1460,15400,22300,27800
202122,2019/2020,1 YAG,First-degree,Female,CAH20-02-02,Theology and religious studies,740,730,1.5,1.5,720,6.5,6,47.4,76.6,87.6,40.2,320,12400,17900,22600
202223,2020/2021,1 YAG,First-degree,Male,CAH04-01-01,Psychology (non-specific),2490,2450,0.6,1.6,2435,3.4,7.7,51.4,79.6,88.9,37.5,1220,17200,21900,26300
202324,2019/2020,3 YAG,First-degree,Female,CAH19-01-01,English studies (non-specific),2770,2685,0.5,3.1,2670,3.4,6.8,73.8,86.3,89.8,16,1930,23100,27800,32600
202324,2021/2022,1 YAG,First-degree,Female,CAH11-01-01,Computer science,1175,1160,1.2,1.1,1145,4.8,8.7,72,81.8,86.5,14.5,805,25600,33300,43900
202223,2020/2021,1 YAG,First-degree,Female,CAH13-01-02,Building,575,570,0.7,1.6,565,3.2,5.1,77.3,90.2,91.7,14.4,430,26600,32100,42300
202324,2019/2020,3 YAG,First-degree,Female,CAH03-01-01,Biosciences (non-specific),800,785,0.7,2.3,775,3.4,7.2,57.8,81.1,89.4,31.5,440,24500,29300,37000
202324,2019/2020,3 YAG,First-degree,Female,CAH03-01-06,Zoology,815,790,0.1,3.2,790,2.7,6.8,76.4,86.9,90.5,14.2,585,20500,23800,28500
202324,2019/2020,3 YAG,First-degree,Male,CAH19-01-02,English language,165,160,0.9,2.4,160,2.2,6.5,80.3,88.4,91.3,11,125,22300,27400,31800
202324,2019/2020,3 YAG,First-degree,Female,CAH03-01-10,Others in biosciences,230,225,0.7,2.6,225,3,5.3,65,84.3,91.7,26.8,145,24200,29300,37000
202324,2019/2020,3 YAG,First-degree,Female,CAH25-01-04,Cinematics and photography,3240,3165,0.6,2.4,3145,3.6,10.9,79.4,84.2,85.5,6.1,2390,17900,23100,28200
202324,2019/2020,3 YAG,First-degree,Female,CAH02-04-01,Nursing (non-specific),980,965,1.8,1.4,945,1.9,3.2,68.1,93,94.9,26.8,635,29600,39200,47200
202223,2020/2021,1 YAG,First-degree,Male,CAH10-03-06,Others in technology,420,415,1.1,1.4,410,3,10.6,73.6,83.5,86.4,12.8,290,15000,21500,27000
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-07,Civil engineering,1965,1950,0.7,0.9,1935,2.9,4.9,75.7,89,92.2,16.4,1430,25600,29200,34300
202122,2019/2020,1 YAG,First-degree,Male,CAH15-03-01,Politics,3400,3340,0.5,1.9,3320,4.2,7,47.9,76.2,88.8,40.9,1540,17200,22600,28800
202324,2021/2022,1 YAG,First-degree,Female,CAH03-01-10,Others in biosciences,235,225,0.9,3.9,225,2.8,1.9,51.8,78.8,95.3,43.4,115,20900,24500,28900
202324,2019/2020,3 YAG,First-degree,Female,CAH02-05-03,Biomedical sciences (non-specific),3645,3560,0.7,2.2,3540,3.1,6.1,58.3,81.2,90.7,32.4,2030,24900,30000,36600
202324,2019/2020,3 YAG,First-degree,Female,CAH02-06-01,Health sciences (non-specific),1860,1845,0.4,1.1,1835,1.9,3.8,76.2,92.1,94.3,18.1,1375,28200,34000,42500
202324,2019/2020,3 YAG,First-degree,Male,CAH17-01-01,Business and management (non-specific),3455,3390,1.8,1.9,3325,5.8,8.9,77,83.9,85.3,8.3,2480,24200,30400,40300
202324,2019/2020,3 YAG,First-degree,Female,CAH25-02-02,Music,2375,2325,2.7,2.2,2260,2.1,8.1,77.1,88.2,89.8,12.7,1585,16500,23800,29300
202223,2020/2021,1 YAG,First-degree,Female,CAH02-04-01,Nursing (non-specific),815,810,2.3,0.5,795,2.5,1.4,72.9,94.8,96.1,23.2,570,27400,33200,42000
202324,2021/2022,1 YAG,First-degree,Female,CAH07-04-02,Forensic and archaeological sciences,1040,1035,0.9,0.7,1025,1.4,5.1,63.1,87.6,93.5,30.4,640,19400,23400,26400
202324,2019/2020,3 YAG,First-degree,Male,CAH02-05-03,Biomedical sciences (non-specific),1750,1720,0.3,1.7,1715,4.7,6.5,62,79.1,88.8,26.8,1045,24200,29600,37700
202324,2019/2020,3 YAG,First-degree,Female,CAH22-01-02,Teacher training,4015,3905,0.5,2.7,3885,2.4,4.3,88.3,92.6,93.4,5.1,3405,25600,30700,31800
202223,2020/2021,1 YAG,First-degree,Male,CAH20-02-02,Theology and religious studies,450,445,1.8,1.2,435,11.8,4.6,51.6,73.9,83.6,32,210,17200,22600,27400
202324,2019/2020,3 YAG,First-degree,Male,CAH25-01-03,Design studies,3110,3040,0.8,2.3,3015,5.9,11.2,78.7,81.7,82.9,4.2,2280,21200,26000,31500
202324,2019/2020,3 YAG,First-degree,Female,CAH15-04-02,Childhood and youth studies,2620,2600,0.8,0.9,2580,3,7.2,77.6,87.5,89.9,12.3,1970,17900,23400,28500
202324,2019/2020,3 YAG,First-degree,Female,CAH25-02-03,Drama,3100,3040,0.8,2,3015,2.7,8.3,80.2,87.2,89,8.8,2250,17200,23400,28900
202122,2019/2020,1 YAG,First-degree,Female,CAH22-01-02,Teacher training,4015,3990,0.5,0.7,3970,1.2,3.2,85.2,93.9,95.7,10.4,3365,19700,24800,25200
202324,2021/2022,1 YAG,First-degree,Female,CAH19-01-03,Literature in English,2185,2150,0.5,1.5,2140,3,7.7,52.6,79.5,89.3,36.7,1105,17600,22700,26400
202324,2021/2022,1 YAG,First-degree,Female,CAH25-01-02,Art,2000,1965,0.6,1.6,1955,3.8,12.2,62.2,77.5,83.9,21.7,1170,12400,17900,22700
202324,2019/2020,3 YAG,First-degree,Male,CAH23-01-02,Personal development,60,60,1.3,2.5,60,7.4,11.6,65.8,77.6,81,15.3,40,23100,28500,36600
202324,2019/2020,3 YAG,First-degree,Female,CAH02-04-03,Community nursing,375,370,1.6,1.1,365,3,0.8,76.2,95.6,96.2,19.9,270,31500,36600,43200
202122,2019/2020,1 YAG,First-degree,Male,CAH11-01-06,Computer games and animation,2030,2010,0.6,1,1995,6.8,15.9,62.3,71.3,77.2,14.9,1210,12400,18600,23700
202122,2019/2020,1 YAG,First-degree,Male,CAH17-01-04,Management studies,2715,2680,0.9,1.3,2655,3.7,7,67.2,83.9,89.3,22.1,1750,20400,27700,40900
202324,2021/2022,1 YAG,First-degree,Male,CAH20-01-01,History,3410,3345,0.5,2,3325,4.2,7.9,48.3,73.9,87.9,39.6,1565,17600,23800,29100
202324,2019/2020,3 YAG,First-degree,Male,CAH10-01-07,Civil engineering,1845,1800,1.1,2.4,1780,4.6,5.8,83,88.2,89.6,6.5,1450,30400,35900,43600
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-05,Children's nursing,1845,1840,0.5,0.4,1830,0.9,2.5,79.9,95.8,96.7,16.7,1460,27000,29600,32800
202324,2019/2020,3 YAG,First-degree,Female,CAH02-02-01,Pharmacology,365,360,0.5,1.6,355,2.4,7.1,62.3,81.1,90.5,28.1,220,25600,31500,38800
202223,2020/2021,1 YAG,First-degree,Female,CAH02-04-09,Others in nursing,365,360,1.7,1.1,355,2.1,2.4,68.6,93.5,95.5,26.9,240,27400,34300,43400
202324,2019/2020,3 YAG,First-degree,Male,CAH02-06-07,"Counselling, psychotherapy and occupational therapy",225,220,0.9,0.9,220,1.2,6,80.8,91.4,92.8,12,165,25600,32600,35500
202324,2019/2020,3 YAG,First-degree,Male,CAH03-01-02,Biology (non-specific),995,960,0.3,3.3,955,3.6,6.8,67.7,81.9,89.6,21.9,640,24500,29600,36200
202324,2021/2022,1 YAG,First-degree,Male,CAH25-02-02,Music,3150,3100,0.6,1.6,3080,4.2,10.6,68.2,80.8,85.2,16.9,1925,12600,19400,24500
202223,2020/2021,1 YAG,First-degree,Female,CAH15-01-03,Social policy,885,875,0.7,1.2,870,2.3,8,59.4,83.2,89.7,30.3,510,18200,23000,28100
202324,2019/2020,3 YAG,First-degree,Female,CAH05-01-01,Veterinary medicine and dentistry,780,730,0.3,6.2,730,2.5,3.5,79.3,91.5,94,14.7,565,34000,39200,44700
202223,2020/2021,1 YAG,First-degree,Male,CAH19-01-05,Creative writing,455,455,0.9,0.8,450,6,15.2,51.2,69.6,78.8,27.6,215,13900,19300,23400
202324,2021/2022,1 YAG,First-degree,Male,CAH25-02-03,Drama,1305,1295,0.8,0.6,1285,2.9,11.2,73.2,82.5,85.9,12.7,855,12100,19000,24800
202223,2020/2021,1 YAG,First-degree,Male,CAH25-01-04,Cinematics and photography,3315,3280,1.1,1.1,3245,4,12.9,73.6,80,83.1,9.6,2225,13500,19700,24000
202223,2020/2021,1 YAG,First-degree,Female,CAH17-01-01,Business and management (non-specific),3825,3770,2.3,1.5,3685,4.2,7.9,65.1,82.9,87.9,22.8,2335,19600,25200,31800
202324,2021/2022,1 YAG,First-degree,Female,CAH13-01-02,Building,535,525,1,1,520,3,4.1,77.5,91.1,92.9,15.4,400,29300,34800,44700
202122,2019/2020,1 YAG,First-degree,Male,CAH17-01-08,Accounting,2755,2745,0.6,0.4,2730,3,7.7,61.6,84.7,89.3,27.7,1645,16800,21200,26600
202324,2021/2022,1 YAG,First-degree,Male,CAH06-01-08,Food and beverage production,20,15,0,3.8,15,0,5.9,82.4,94.1,94.1,11.7,15,28900,32600,38800
202223,2020/2021,1 YAG,First-degree,Male,CAH17-01-06,"Tourism, transport and travel",1370,1330,0.5,2.9,1325,3.4,8.5,70.9,84.6,88.1,17.2,905,18200,23700,28800
202223,2020/2021,1 YAG,First-degree,Female,CAH02-06-05,Physiotherapy,1005,995,1.1,0.8,985,1.4,3.3,91.4,94.4,95.3,4,895,25200,26300,28100
202324,2019/2020,3 YAG,First-degree,Male,CAH20-02-02,Theology and religious studies,510,500,1.4,2.2,495,15.3,5.6,62.8,73.1,79.1,16.3,285,21600,27100,34400
202324,2021/2022,1 YAG,First-degree,Female,CAH20-01-05,Classics,495,485,0.6,2.2,480,5.1,7,45.9,72.4,87.9,42,215,18700,24900,30000
202324,2021/2022,1 YAG,First-degree,Female,CAH20-01-03,Archaeology,265,255,0,3.1,255,3.4,8.8,41.4,73.1,87.9,46.5,105,15000,21200,25600
202122,2019/2020,1 YAG,First-degree,Male,CAH03-01-01,Biosciences (non-specific),535,525,1.1,1.5,520,4.3,5.4,48.1,73.5,90.2,42.1,245,17900,22600,29200
202324,2021/2022,1 YAG,First-degree,Male,CAH02-05-02,Healthcare science (non-specific),135,135,0,0,135,2.2,1.5,69.1,87.4,96.3,27.2,95,29300,34800,42100
202122,2019/2020,1 YAG,First-degree,Male,CAH22-01-01,Education,690,685,0.3,0.5,685,1.8,3.9,49.7,87.6,94.3,44.6,330,14200,19700,24100
202122,2019/2020,1 YAG,First-degree,Male,CAH22-01-02,Teacher training,640,635,0.2,1.1,630,1.2,4.3,81.2,91.6,94.5,13.3,510,18200,24500,25200
202223,2020/2021,1 YAG,First-degree,Female,CAH02-04-03,Community nursing,300,300,1.7,0.2,295,2,2.7,79.3,94.6,95.2,16,235,28500,33900,40500
202324,2021/2022,1 YAG,First-degree,Male,CAH02-04-07,Mental health nursing,570,570,1.1,0.2,560,2.7,5.2,85.3,91.5,92.2,6.9,475,34000,41700,51600
202223,2020/2021,1 YAG,First-degree,Male,CAH15-01-02,Sociology,1865,1840,0.7,1.4,1825,3.3,7.3,60.1,82.3,89.5,29.4,1075,16800,21500,26300
202122,2019/2020,1 YAG,First-degree,Female,CAH03-01-01,Biosciences (non-specific),800,795,0.5,1.1,790,1.6,3.9,45.4,80.9,94.6,49.2,350,17500,21900,27700
202122,2019/2020,1 YAG,First-degree,Female,CAH03-01-08,"Molecular biology, biophysics and biochemistry",1260,1245,0.4,1.3,1240,1.2,5.1,46.1,79,93.6,47.6,570,19300,24100,29200
