"time_period","time_identifier","geographic_level","country_code","country_name","academic_year","YAG","qualification_level","sex","CAH2_code","CAH2_subject","CAH3_code","CAH3_subject","grads","grads_uk","unmatched_percent","overseas_percent","matched","activity_not_captured","no_sust_dest","sust_emp_only","sust_emp_with_or_without_fs","sust_emp_fs_or_both","fs_with_or_without_sust_emp","earnings_include","earnings_LQ","earnings_median","earnings_UQ"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","Level 7","Female","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",1585,1540,"10.1","2.9","1385","7.1","3.1","82.4","89.1","89.8","7.4","1070","19900","34000","45400"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 8","Female","CAH25-02","Performing arts","CAH25-02-02","Music",40,40,"10.3","5.6","35","22.8","2.9","74.3","74.3","74.3","0","25","4100","18800","38700"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 8","Male","CAH25-02","Performing arts","CAH25-02-02","Music",75,70,"5.7","4.1","65","10.6","3","83.4","86.4","86.4","3","50","23100","33800","49000"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","First-degree","Male","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",1560,1535,"1.2","1.6","1520","6.2","5.6","78.1","86.1","88.2","10.1","1145","18800","24800","31400"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Female","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",2090,2055,"9","1.7","1870","8.8","3.5","79.5","86.7","87.6","8.1","1415","21900","35400","47800"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Female","CAH17-01","Business and management","CAH17-01-09","Others in business and management",50,45,"0","4.2","45","1.5","5.5","82.2","88.7","93","10.8","40","18200","24500","32100"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","First-degree","Male","CAH10-03","Materials and technology","CAH10-03-06","Others in technology",390,385,"1.7","1","380","5.8","9.1","73.8","81.7","85.1","11.3","260","16100","24500","30700"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Female","CAH13-01","Architecture, building and planning","CAH13-01-03","Landscape design",75,75,"1.4","2.7","70","6.9","2.8","87.5","90.3","90.3","2.8","60","13100","25100","30100"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Male","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-03","Pharmacy",845,835,"1.2","0.9","825","6.6","3.4","64.8","87.6","90","25.2","510","16400","34300","43400"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","First-degree","Male","CAH17-01","Business and management","CAH17-01-04","Management studies",3230,3180,"1.1","1.5","3145","4.6","6.5","71.4","85.4","88.9","17.5","2175","24500","32500","44900"
202122,"Tax year","National","K02000001","United Kingdom","2017/2018","3 YAG","Level 7","Male","CAH02-05","Medical sciences","CAH02-05-04","Anatomy, physiology and pathology",155,150,"0.3","3.9","150","4.3","3.4","55.5","78.8","92.3","36.8","80","28800","43100","64200"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","Level 7","Female","CAH02-05","Medical sciences","CAH02-05-01","Medical technology",530,525,"1.7","0.9","515","3.3","1.2","73.7","94.3","95.5","21.8","380","33700","43900","52700"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 8","Female","CAH15-01","Sociology, social policy and anthropology","CAH15-01-03","Social policy",40,40,"7.3","2.4","40","14.3","1.3","81.7","84.4","84.4","2.6","30","26000","39500","50100"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 7","Female","CAH17-01","Business and management","CAH17-01-05","Human resource management",1675,1630,"4.8","2.5","1555","7.6","4.9","83.9","86.8","87.5","3.6","1275","26400","37300","52000"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 8","Male","CAH04-01","Psychology","CAH04-01-04","Psychology and health",35,35,"5.7","0","35","4","0","83","96","96","13","25","39200","42300","53800"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 8","Male","CAH07-01","Physics and astronomy","CAH07-01-01","Physics",380,345,"1.4","8.7","340","17.3","4.7","76.6","78","78","1.5","260","39100","50700","71500"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","First-degree","Male","CAH03-01","Biosciences","CAH03-01-02","Biology (non-specific)",1555,1535,"0.3","1.3","1530","3.8","8","46.2","70.5","88.2","42","680","15000","19700","24500"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","First-degree","Male","CAH02-04","Nursing and midwifery","CAH02-04-08","Learning disabilities nursing",60,60,"1.7","1.7","55","0","1.8","87.7","98.2","98.2","10.5","50","28800","34900","43100"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","Level 7","Female","CAH03-01","Biosciences","CAH03-01-07","Genetics",90,90,"1.9","0.4","90","10.8","2.3","60.5","77.2","86.9","26.4","55","25600","36100","50700"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 8","Male","CAH17-01","Business and management","CAH17-01-04","Management studies",60,55,"6.2","2.6","55","4.8","1.9","78.1","93.3","93.3","15.2","40","19700","35400","46700"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Female","CAH15-01","Sociology, social policy and anthropology","CAH15-01-05","Development studies",85,80,"1.5","3","80","8.9","13.3","54.8","72.1","77.8","23","40","14200","23700","27000"
202122,"Tax year","National","K02000001","United Kingdom","2017/2018","3 YAG","First-degree","Male","CAH05-01","Veterinary sciences","CAH05-01-01","Veterinary medicine and dentistry",150,145,"0","2.7","145","2.1","2.1","69.7","91.7","95.9","26.2","100","32500","36500","43400"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Female","CAH20-01","History and archaeology","CAH20-01-03","Archaeology",180,175,"0.6","2.8","175","4.8","2.3","62.8","88.2","92.9","30","105","14200","21000","26600"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 7","Female","CAH24-01","Media, journalism and communications","CAH24-01-01","Information services",365,355,"5.1","3","335","6","2.4","84.2","89.4","91.6","7.4","275","19400","24900","30400"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","Level 7","Female","CAH13-01","Architecture, building and planning","CAH13-01-02","Building",190,190,"3.5","0.5","185","2.5","4.3","79.4","90.8","93.1","13.8","145","27000","32500","44200"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Female","CAH07-01","Physics and astronomy","CAH07-01-01","Physics",70,70,"2.9","4.2","65","10.2","2.2","71","86.1","87.6","16.6","45","33600","38700","50400"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Male","CAH10-01","Engineering","CAH10-01-10","Others in engineering",80,80,"3.2","2.5","75","9.2","2.6","85.6","88.2","88.2","2.6","60","31100","43600","54900"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Male","CAH19-04","Languages and area studies","CAH19-04-09","Others in language and area studies",430,390,"2.4","8.7","385","10.7","4.9","68.3","80.1","84.4","16.1","250","21200","27700","36100"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Female","CAH25-02","Performing arts","CAH25-02-03","Drama",350,345,"2.4","1.3","335","6.1","4.7","78","88.1","89.2","11.1","225","15400","25800","33600"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","First-degree","Male","CAH02-04","Nursing and midwifery","CAH02-04-07","Mental health nursing",555,555,"0.7","0","550","2.7","2.7","85.5","94.2","94.6","9.1","460","27700","35000","44900"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","Level 7","Male","CAH26-01","Geography, earth and environmental studies","CAH26-01-04","Environmental sciences",260,245,"2.2","5.4","240","10","3.8","77.2","84.8","86.3","9","175","26300","33200","45600"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","Level 7","Male","CAH09-01","Mathematical sciences","CAH09-01-02","Operational research",35,35,"3.9","3.7","35","6.1","7.1","72.6","82.2","86.8","14.2","25","29600","43900","62600"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","First-degree","Male","CAH11-01","Computing","CAH11-01-05","Artificial intelligence",35,35,"0","7.1","35","5.3","1.4","85.4","90.4","93.3","7.9","30","26300","32500","43400"
201819,"Tax year","National","K02000001","United Kingdom","2016/2017","1 YAG","First-degree","Male","CAH06-01","Agriculture, food and related studies","CAH06-01-05","Forestry and arboriculture",30,30,"0","0","30","6.2","3.1","83.1","87.7","90.8","7.7","25","18200","19700","25900"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","Level 7","Male","CAH10-01","Engineering","CAH10-01-09","Chemical, process and energy engineering",185,175,"4.2","5.3","170","15.1","4.4","66.5","77.3","80.4","14","105","24100","36900","49600"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 7","Male","CAH24-01","Media, journalism and communications","CAH24-01-01","Information services",185,180,"0.6","1.1","180","7.8","6.2","77.7","83.7","86","8.3","135","17200","23400","31400"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","First-degree","Male","CAH17-01","Business and management","CAH17-01-05","Human resource management",170,165,"1.2","1.8","165","1.6","11.1","71","83.4","87.3","16.3","115","16800","22000","27100"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Male","CAH04-01","Psychology","CAH04-01-02","Applied psychology",185,175,"0","5","175","11.3","2.3","73.9","85.3","86.4","12.5","125","20100","25200","32800"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 7","Male","CAH10-01","Engineering","CAH10-01-07","Civil engineering",745,710,"5.9","4.9","670","11.2","5.1","77.8","82.9","83.7","5.9","495","28100","36900","49300"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","First-degree","Female","CAH13-01","Architecture, building and planning","CAH13-01-04","Planning (urban, rural and regional)",240,230,"0.9","3.2","230","4.6","5.7","82.9","89.7","89.7","6.8","185","25300","32200","41400"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Female","CAH17-01","Business and management","CAH17-01-04","Management studies",2755,2710,"3.5","1.7","2615","4.8","6.5","79.4","87.2","88.7","9.3","2040","31100","44300","63000"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","Level 7","Female","CAH25-01","Creative arts and design","CAH25-01-04","Cinematics and photography",215,210,"5.9","3.5","195","17.4","2.6","74.6","79.9","79.9","5.4","130","17200","30000","43900"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Male","CAH15-01","Sociology, social policy and anthropology","CAH15-01-01","Social sciences (non-specific)",280,275,"2.9","2.4","265","6.2","3.9","83.2","87.7","89.9","6.7","215","19300","27000","36100"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","First-degree","Female","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",7050,6910,"0.3","2","6890","2.6","7.5","74.3","87.9","89.9","15.6","5030","22300","26700","31500"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Female","CAH10-01","Engineering","CAH10-01-07","Civil engineering",355,325,"2.4","7.2","320","7","3.6","80.9","88.5","89.4","8.5","255","30300","34700","41600"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","Level 7","Female","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-02","Toxicology",35,35,"0","0","35","4.3","2.9","91.3","92.8","92.8","1.4","30","33900","49600","63000"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 7","Male","CAH03-01","Biosciences","CAH03-01-04","Microbiology and cell science",80,75,"2","5.8","70","5.6","7","66.3","82.6","87.4","21.2","45","23100","33300","44300"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","First-degree","Female","CAH13-01","Architecture, building and planning","CAH13-01-02","Building",495,480,"0.8","2.7","475","5.4","5.3","83.6","88.9","89.3","5.7","385","31500","39900","50500"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Female","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-01","Pharmacology",320,310,"5.3","3.6","290","10.3","3.9","77.3","84.6","85.8","8.5","215","23400","34400","48300"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Male","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",310,310,"1.3","1.3","305","5.6","2.6","68.1","90.8","91.8","23.7","200","31800","41200","49600"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","First-degree","Male","CAH17-01","Business and management","CAH17-01-07","Finance",1615,1580,"1.2","2.1","1560","5.9","7","80.9","86.5","87.2","6.3","1245","30400","41400","57500"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","First-degree","Female","CAH26-01","Geography, earth and environmental studies","CAH26-01-04","Environmental sciences",325,310,"0.3","3.6","310","2.9","5","81.8","89.6","92.1","10.4","250","25300","31500","38400"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Male","CAH15-01","Sociology, social policy and anthropology","CAH15-01-03","Social policy",445,435,"2.7","2.2","425","6.9","5.4","73.6","85.5","87.7","14.1","295","29600","41400","60000"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","First-degree","Female","CAH19-04","Languages and area studies","CAH19-04-02","German and scandinavian studies",305,280,"1.8","7.8","275","11.2","3.6","78.6","83.5","85.2","6.5","210","26700","38800","54500"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Male","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-01","Pharmacology",240,235,"0.9","1.5","230","4.7","5.3","57.9","81.3","90","32.1","130","19000","25200","33600"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","Level 7","Male","CAH15-04","Health and social care","CAH15-04-03","Health studies",275,270,"1.1","1.3","265","6.9","1.8","73.6","89.4","91.2","17.6","190","42100","52700","65900"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Male","CAH17-01","Business and management","CAH17-01-03","Marketing",500,480,"1.3","4.4","470","9","7","77.7","82.2","83.9","6.3","360","27100","38100","51800"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Male","CAH26-01","Geography, earth and environmental studies","CAH26-01-03","Human geography",150,130,"2.6","12.4","125","12.7","3.5","77.6","83.7","83.7","6.2","95","32500","42700","63900"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 8","Male","CAH26-01","Geography, earth and environmental studies","CAH26-01-03","Human geography",45,40,"3.8","10.7","40","3.7","2.5","82.6","93.8","93.8","11.2","30","33200","38700","50000"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","First-degree","Female","CAH19-01","English studies","CAH19-01-07","Linguistics",450,430,"1.3","3.6","425","8.6","4.8","80.2","86.4","86.6","6.4","335","24100","33600","43400"
