Year,Subject group HECoS CAH1,Subject group HECoS CAH3,POLAR4 Quintile,Main scheme applicant,Main scheme application,Accepted applicants
2024,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 5,All,All,1165
2019,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,All,All,1620
2020,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,All,All,1510
2021,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,All,All,1415
2022,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,All,All,1405
2023,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,All,All,1315
2024,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,All,All,1330
2019,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,All,All,475
2020,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,All,All,425
2021,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,All,All,375
2022,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,All,All,375
2023,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,All,All,340
2024,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,All,All,325
2019,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,All,All,150
2020,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,All,All,160
2021,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,All,All,135
2022,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,All,All,125
2023,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,All,All,110
2024,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,All,All,125
2019,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,All,All,520
2020,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,All,All,480
2021,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,All,All,430
2022,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,All,All,375
2023,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,All,All,375
2024,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,All,All,370
2019,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,All,All,80
2020,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,All,All,70
2021,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,All,All,60
2022,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,All,All,60
2023,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,All,All,70
2024,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,All,All,65
2019,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,All,All,245
2020,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,All,All,245
2021,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,All,All,250
2022,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,All,All,250
2023,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,All,All,205
2024,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,All,All,235
2019,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,All,All,815
2020,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,All,All,865
2021,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,All,All,820
2022,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,All,All,850
2023,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,All,All,720
2024,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,All,All,745
2019,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,All,All,65
2020,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,All,All,70
2021,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,All,All,70
2022,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,All,All,55
2023,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,All,All,60
2024,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,All,All,55
2019,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,All,All,5
2020,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,All,All,10
2021,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,All,All,10
2022,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,All,All,10
2024,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,All,All,5
2019,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,All,All,10
2020,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,All,All,10
2021,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,All,All,15
2022,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,All,All,10
2024,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,All,All,10
2019,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,All,All,10
2020,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,All,All,10
2021,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,All,All,15
2022,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,All,All,5
2024,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,All,All,15
2019,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,All,All,10
2020,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,All,All,10
2021,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,All,All,5
2022,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,All,All,10
2023,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,All,All,10
2024,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,All,All,10
2019,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,All,All,255
2020,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,All,All,235
2021,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,All,All,265
2022,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,All,All,255
2023,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,All,All,195
2024,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,All,All,165
2019,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,All,All,100
2020,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,All,All,70
2021,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,All,All,75
2022,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,All,All,55
2023,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,All,All,60
2024,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,All,All,75
2019,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,All,All,1870
2020,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,All,All,1985
2021,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,All,All,2165
2022,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,All,All,2225
2023,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,All,All,2090
2024,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,All,All,2150
2019,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,All,All,75
2020,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,All,All,70
2021,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,All,All,50
2022,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,All,All,50
2023,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,All,All,50
2024,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,All,All,55
2019,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,All,All,20
2020,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,All,All,25
2021,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,All,All,35
2022,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,All,All,20
2023,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,All,All,25
2024,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,All,All,30
2019,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,All,All,730
2020,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,All,All,705
2021,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,All,All,750
2022,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,All,All,805
2023,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,All,All,735
2024,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,All,All,775
2019,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,All,All,45
2020,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,All,All,20
2021,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,All,All,20
2022,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,All,All,30
2023,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,All,All,20
2024,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,All,All,20
2019,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,All,All,265
2020,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,All,All,315
2021,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,All,All,330
2022,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,All,All,340
2023,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,All,All,370
2024,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,All,All,345
2019,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,All,All,140
2020,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,All,All,90
2021,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,All,All,80
2022,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,All,All,100
2023,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,All,All,110
2024,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,All,All,80
2019,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,All,All,110
2020,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,All,All,125
2021,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,All,All,130
2022,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,All,All,130
2023,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,All,All,135
2024,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,All,All,160
2019,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,All,All,290
2020,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,All,All,355
2021,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,All,All,320
2022,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,All,All,270
2023,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,All,All,350
2024,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,All,All,360
2019,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,All,All,1935
2020,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,All,All,2000
2021,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,All,All,2100
2022,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,All,All,2115
2023,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,All,All,2150
2024,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,All,All,2220
2019,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,All,All,2815
2020,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,All,All,3175
2021,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,All,All,3570
2022,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,All,All,3980
2023,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,All,All,4450
2024,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,All,All,4315
2019,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,All,All,4785
2020,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,All,All,4855
2021,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,All,All,4770
2022,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,All,All,5630
2023,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,All,All,4515
2024,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,All,All,5190
2019,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,All,All,1595
2020,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,All,All,1590
2021,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,All,All,1640
2022,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,All,All,1775
2023,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,All,All,1490
2024,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,All,All,1525
2019,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,All,All,225
2020,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,All,All,215
2021,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,All,All,190
2022,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,All,All,175
2023,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,All,All,155
2024,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,All,All,155
2019,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,All,All,2770
2020,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,All,All,2865
2021,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,All,All,2980
2022,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,All,All,2730
2023,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,All,All,2645
2024,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,All,All,2865
2019,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,All,All,2045
2020,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,All,All,2060
2021,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,All,All,2220
2022,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,All,All,2100
2023,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,All,All,2325
2024,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,All,All,2570
2019,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,All,All,1610
2020,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,All,All,1635
2021,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,All,All,1840
2022,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,All,All,1830
2023,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,All,All,2065
2024,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,All,All,2390
2021,(CAH17) business and management,(CAH17-01-09) others in business and management,Quintile 5,All,All,5
2022,(CAH17) business and management,(CAH17-01-09) others in business and management,Quintile 5,All,All,5
2019,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,All,All,3410
2020,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,All,All,3450
2021,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,All,All,3620
2022,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,All,All,3480
2023,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,All,All,3825
2024,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,All,All,3830
2019,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,All,All,440
2020,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,All,All,440
2021,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,All,All,445
2022,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,All,All,395
2023,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,All,All,405
2024,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,All,All,355
2019,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,All,All,4460
2020,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,All,All,4660
2021,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,All,All,4935
2022,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,All,All,4440
2023,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,All,All,4680
2024,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,All,All,5025
2019,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,All,All,760
2020,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,All,All,690
2021,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,All,All,630
2022,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,All,All,550
2023,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,All,All,415
2024,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,All,All,410
2019,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,All,All,1005
2020,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,All,All,1185
2021,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,All,All,1105
2022,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,All,All,810
2023,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,All,All,680
2024,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,All,All,740
2019,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,All,All,475
2020,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,All,All,510
2021,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,All,All,420
2022,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,All,All,440
2023,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,All,All,480
2024,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,All,All,380
2019,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,All,All,775
2020,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,All,All,555
2021,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,All,All,515
2022,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,All,All,465
2023,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,All,All,365
2024,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,All,All,340
2019,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,All,All,370
2020,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,All,All,355
2021,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,All,All,395
2022,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,All,All,310
2023,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,All,All,300
2024,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,All,All,330
2019,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,All,All,3750
2020,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,All,All,3960
2021,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,All,All,4090
2022,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,All,All,4055
2023,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,All,All,3720
2024,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,All,All,3275
2019,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,All,All,130
2020,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,All,All,150
2021,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,All,All,145
2022,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,All,All,160
2023,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,All,All,155
2024,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,All,All,155
2019,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,All,All,75
2020,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,All,All,60
2021,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,All,All,55
2022,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,All,All,55
2023,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,All,All,60
2024,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,All,All,50
2019,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,All,All,3745
2020,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,All,All,4070
2021,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,All,All,4370
2022,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,All,All,4360
2023,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,All,All,3970
2024,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,All,All,4045
2019,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,All,All,90
2020,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,All,All,75
2021,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,All,All,95
2022,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,All,All,80
2023,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,All,All,80
2024,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,All,All,70
2019,(CAH03) biological and sport sciences,(CAH03-01-10) others in biosciences,Quintile 5,All,All,155
2020,(CAH03) biological and sport sciences,(CAH03-01-10) others in biosciences,Quintile 5,All,All,150
2021,(CAH03) biological and sport sciences,(CAH03-01-10) others in biosciences,Quintile 5,All,All,135
2022,(CAH03) biological and sport sciences,(CAH03-01-10) others in biosciences,Quintile 5,All,All,145
2023,(CAH03) biological and sport sciences,(CAH03-01-10) others in biosciences,Quintile 5,All,All,150
2024,(CAH03) biological and sport sciences,(CAH03-01-10) others in biosciences,Quintile 5,All,All,155
2019,(CAH03) biological and sport sciences,"(CAH03-01-08) molecular biology, biophysics and biochemistry",Quintile 5,All,All,995
2020,(CAH03) biological and sport sciences,"(CAH03-01-08) molecular biology, biophysics and biochemistry",Quintile 5,All,All,1015
2021,(CAH03) biological and sport sciences,"(CAH03-01-08) molecular biology, biophysics and biochemistry",Quintile 5,All,All,1100
2022,(CAH03) biological and sport sciences,"(CAH03-01-08) molecular biology, biophysics and biochemistry",Quintile 5,All,All,1040
2023,(CAH03) biological and sport sciences,"(CAH03-01-08) molecular biology, biophysics and biochemistry",Quintile 5,All,All,1075
2024,(CAH03) biological and sport sciences,"(CAH03-01-08) molecular biology, biophysics and biochemistry",Quintile 5,All,All,1050
2019,(CAH03) biological and sport sciences,(CAH03-01-01) biosciences (non-specific),Quintile 5,All,All,820
2020,(CAH03) biological and sport sciences,(CAH03-01-01) biosciences (non-specific),Quintile 5,All,All,795
2021,(CAH03) biological and sport sciences,(CAH03-01-01) biosciences (non-specific),Quintile 5,All,All,815
2022,(CAH03) biological and sport sciences,(CAH03-01-01) biosciences (non-specific),Quintile 5,All,All,745
2023,(CAH03) biological and sport sciences,(CAH03-01-01) biosciences (non-specific),Quintile 5,All,All,825
2024,(CAH03) biological and sport sciences,(CAH03-01-01) biosciences (non-specific),Quintile 5,All,All,685
2019,(CAH03) biological and sport sciences,(CAH03-01-02) biology (non-specific),Quintile 5,All,All,1300
2020,(CAH03) biological and sport sciences,(CAH03-01-02) biology (non-specific),Quintile 5,All,All,1350
2021,(CAH03) biological and sport sciences,(CAH03-01-02) biology (non-specific),Quintile 5,All,All,1260
2022,(CAH03) biological and sport sciences,(CAH03-01-02) biology (non-specific),Quintile 5,All,All,1110
2023,(CAH03) biological and sport sciences,(CAH03-01-02) biology (non-specific),Quintile 5,All,All,1170
2024,(CAH03) biological and sport sciences,(CAH03-01-02) biology (non-specific),Quintile 5,All,All,1210
2019,(CAH03) biological and sport sciences,(CAH03-01-03) ecology and environmental biology,Quintile 5,All,All,460
2020,(CAH03) biological and sport sciences,(CAH03-01-03) ecology and environmental biology,Quintile 5,All,All,515
2021,(CAH03) biological and sport sciences,(CAH03-01-03) ecology and environmental biology,Quintile 5,All,All,550
2022,(CAH03) biological and sport sciences,(CAH03-01-03) ecology and environmental biology,Quintile 5,All,All,590
2023,(CAH03) biological and sport sciences,(CAH03-01-03) ecology and environmental biology,Quintile 5,All,All,600
2024,(CAH03) biological and sport sciences,(CAH03-01-03) ecology and environmental biology,Quintile 5,All,All,600
2019,(CAH03) biological and sport sciences,(CAH03-01-04) microbiology and cell science,Quintile 5,All,All,185
2020,(CAH03) biological and sport sciences,(CAH03-01-04) microbiology and cell science,Quintile 5,All,All,160
2021,(CAH03) biological and sport sciences,(CAH03-01-04) microbiology and cell science,Quintile 5,All,All,195
2022,(CAH03) biological and sport sciences,(CAH03-01-04) microbiology and cell science,Quintile 5,All,All,180
2023,(CAH03) biological and sport sciences,(CAH03-01-04) microbiology and cell science,Quintile 5,All,All,165
2024,(CAH03) biological and sport sciences,(CAH03-01-04) microbiology and cell science,Quintile 5,All,All,160
2019,(CAH03) biological and sport sciences,(CAH03-01-05) plant sciences,Quintile 5,All,All,15
2020,(CAH03) biological and sport sciences,(CAH03-01-05) plant sciences,Quintile 5,All,All,10
