Year,Subject group HECoS CAH1,Subject group HECoS CAH3,IMD Aggregated,Accepted applicants
2022,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,35
2023,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,35
2024,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,40
2019,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,1480
2020,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,1590
2021,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,1775
2022,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,1840
2023,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,1720
2024,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 5,1855
2019,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,45
2020,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,40
2021,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,40
2022,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,50
2023,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,30
2024,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 5,30
2019,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,10
2020,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,10
2021,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,20
2022,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,15
2023,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,15
2024,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 5,15
2019,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,635
2020,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,670
2021,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,680
2022,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,710
2023,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,705
2024,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 5,725
2019,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,35
2020,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,20
2021,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,20
2022,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,25
2023,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,20
2024,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 5,15
2019,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,180
2020,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,200
2021,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,225
2022,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,215
2023,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,230
2024,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 5,200
2019,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,85
2020,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,60
2021,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,50
2022,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,65
2023,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,65
2024,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 5,45
2019,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,65
2020,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,85
2021,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,85
2022,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,100
2023,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,95
2024,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 5,125
2019,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,175
2020,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,250
2021,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,255
2022,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,220
2023,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,260
2024,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 5,250
2019,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,1530
2020,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,1505
2021,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,1730
2022,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,1710
2023,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,1690
2024,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 5,1770
2019,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,1600
2020,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,2020
2021,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,2175
2022,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,2230
2023,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,2300
2024,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 5,2310
2019,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,3065
2020,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,3140
2021,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,3105
2022,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,3025
2023,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,2700
2024,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 5,2940
2019,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,1205
2020,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,1200
2021,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,1110
2022,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,1130
2023,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,980
2024,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 5,995
2019,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,135
2020,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,155
2021,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,145
2022,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,120
2023,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,105
2024,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 5,100
2019,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,1980
2020,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,2065
2021,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,2155
2022,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,1900
2023,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,1875
2024,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 5,2045
2019,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,1225
2020,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,1350
2021,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,1465
2022,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,1335
2023,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,1430
2024,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 5,1580
2019,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,1045
2020,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,1070
2021,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,1270
2022,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,1205
2023,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,1360
2024,(CAH17) business and management,(CAH17-01-07) finance,Quintile 5,1480
2021,(CAH17) business and management,(CAH17-01-09) others in business and management,Quintile 5,5
2019,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,2465
2020,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,2445
2021,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,2670
2022,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,2495
2023,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,2675
2024,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 5,2750
2019,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,255
2020,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,265
2021,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,275
2022,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,260
2023,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,270
2024,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 5,225
2019,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,3100
2020,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,3270
2021,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,3450
2022,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,3090
2023,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,3275
2024,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 5,3540
2019,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,640
2020,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,615
2021,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,510
2022,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,490
2023,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,350
2024,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 5,315
2019,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,710
2020,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,815
2021,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,775
2022,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,570
2023,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,460
2024,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 5,475
2019,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,315
2020,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,310
2021,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,305
2022,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,285
2023,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,350
2024,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 5,240
2019,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,425
2020,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,360
2021,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,340
2022,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,310
2023,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,210
2024,(CAH15) social sciences,(CAH15-04-03) health studies,Quintile 5,235
2019,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,320
2020,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,310
2021,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,335
2022,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,255
2023,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,270
2024,(CAH15) social sciences,(CAH15-01-03) social policy,Quintile 5,250
2019,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,3200
2020,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,3325
2021,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,3605
2022,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,3490
2023,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,3285
2024,(CAH15) social sciences,(CAH15-01-02) sociology,Quintile 5,2850
2019,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,95
2020,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,95
2021,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,100
2022,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,105
2023,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,95
2024,(CAH15) social sciences,(CAH15-01-05) development studies,Quintile 5,100
2019,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,45
2020,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,40
2021,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,50
2022,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,35
2023,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,35
2024,(CAH15) social sciences,(CAH15-01-06) cultural studies,Quintile 5,30
2019,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,3720
2020,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,3920
2021,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,4230
2022,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,4250
2023,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,3790
2024,(CAH03) biological and sport sciences,(CAH03-02-01) sport and exercise sciences,Quintile 5,3835
2019,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,65
2020,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,65
2021,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,75
2022,(CAH03) biological and sport sciences,(CAH03-01-07) genetics,Quintile 5,65
